0 s: Info: TDLAMBDA: 
   TD(lambda) using parameters:
   lambda = 0.6
   gamma  = 1
   alpha  = 0.2
   e_min  = 1e-05
0 s: Info: RotationsManager: 
   * FPGA capacity/used: 10/0



0 s: Info: DECODER: Decoder ready.
0 s: Info: RotationsManager: Initializing DLX Pipeline Emulator
   * Module Name:            [Pipeline]
   * Instruction Memory:     [/home/bauer_l/ASIPMeisterProjects/dlx_basis/Applications/MoleculeUpgrade/TestData.IM]
   * Branch Trace:           [/home/bauer_l/ASIPMeisterProjects/dlx_basis/Applications/MoleculeUpgrade/trace.txt]
   * DLX Operation Types :   [/home/bauer_l/RotationsManager/DLX/dlxtypes.dlx]
   * DLX Opcode Definitions: [/home/bauer_l/RotationsManager/DLX/dlxops.dlx]

0 s: Info: RotationsManager: 1000004 taken branches
31516277 ns: Info: RotationsManager: 
TOTAL: Branches              1000004
       Fetch Stalls:         16516219
       Decode Stalls:        0
       EXE Stage Stalls:     0
       Load/Store Stalls:    7
       Write Back Stalls:    0
       Cycles (total):       31516277
       Instructions fetched: 15000051

31516277 ns: Info: RotationsManager: Gesamtdauer: 96.82 Sekunden.
31516277 ns: Info: RotationsManager: Cleaning up Pipeline

31516277 ns: Info: MONITOR: 
PREDICTION TABLE
Node       | Backups    | E    | Insns      | Function Type Predictions                                                                                                                                                                                                                                                                                                                                                         |
0x19       |          0 | 0.00 |       0.00 |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |     0.00  |   255.00* | 


SETTINGS
  + slots:              10
  + time per atom:      100000
  + TD prediction       
    - lambda:           0.60
    - gamma:            1.00
    - alpha:            0.20
    - e_min:            0.00

CYCLE COUNT
  + fastest possible:   31000059
  + slowest possible:   315000059
  + this run:           31516278
    - cycles saved (%): 283483781 (89.99 %)
    - cycles lost (%) : 516219 (1.67 %)
  + basic ops:          15000059
  + ad-hoc stalls:      89
    - tot. # specops:   2

EXECUTION COUNT
  + forecast bursts:    1
  + specop execs:       1000000
    - HW executions:    998413
    - SW executions:    1587
    - coverage:         99.84 %

ATOM SWAP-IN / SWAP-OUT
  + swap-ins:           8
  + swap-out:           0

BRANCH AND BOUND
  + tot. # possible:    7
  + tot. # checked:     1
  + checked %:          14.29 %

COUNTS PER 10000 INSTRUCTIONS
cycles	fc bursts	specops	hw	sw	s-in	s-out	possible	checked	adhoc_w	adhoc_t
209506	1	665	0	665	0_atom_Cond 1_atom_Cond 	 	7	1	0
210100	0	667	0	667	4_atom_Cond 	 	0	0	0
97274	0	666	411	255	0_atom_LF 	 	0	0	1
27342	0	667	667	0	 	 	0	0	0
27342	0	667	667	0	 	 	0	0	0
27316	0	666	666	0	 	 	0	0	0
26065	0	667	667	0	2_atom_LF 	 	0	0	1
26008	0	667	667	0	 	 	0	0	0
25984	0	666	666	0	 	 	0	0	0
26008	0	667	667	0	3_atom_LF 	 	0	0	0
26008	0	667	667	0	 	 	0	0	0
25984	0	666	666	0	 	 	0	0	0
26008	0	667	667	0	 	 	0	0	0
24592	0	667	667	0	3_atom_LF 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
20656	0	666	666	0	 	 	0	0	0
20672	0	667	667	0	 	 	0	0	0
